target,query_id,query,pmid,publication_year,journal,title,query_date_utc,truncated
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20536361,2010,The Journal of infectious diseases,Sequential immunization with heterologous chimeric flaviviruses induces broad-spectrum cross-reactive CD8+ T cell responses.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20600950,2010,Protein expression and purification,Rapid purification of recombinant dengue and West Nile virus envelope Domain III proteins by metal affinity membrane chromatography.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20604940,2010,Virology journal,A VLP-based vaccine targeting domain III of the West Nile virus E protein protects from lethal infection in mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20618137,2010,Biochemistry. Biokhimiia,Characterization of glycoprotein E C-end of West Nile virus and evaluation of its interaction force with alphaVbeta3 integrin as putative cellular receptor.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20678586,2010,Vaccine,Immunogenicity and efficacy of two types of West Nile virus-like particles different in size and maturation as a second-generation vaccine candidate.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20709295,2010,Cell host & microbe,Direct complement restriction of flavivirus infection requires glycan recognition by mannose-binding lectin.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20817489,2010,Biologicals : journal of the International Association of Biological Standardization,Domain III peptides from flavivirus envelope protein are useful antigens for serologic diagnosis and targets for immunization.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20858291,2010,Virology journal,Identification and characterization of a virus-specific continuous B-cell epitope on the PrM/M protein of Japanese Encephalitis Virus: potential application in the detection of antibodies to distinguish Japanese Encephalitis Virus infection from West Nile Virus and Dengue Virus infections.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20956322,2010,Proceedings of the National Academy of Sciences of the United States of America,Neutralization of West Nile virus by cross-linking of its surface proteins with Fab fragments of the human monoclonal antibody CR4354.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",20980507,2011,Journal of virology,Successful vaccination strategies that protect aged mice from lethal challenge from influenza virus and heterologous severe acute respiratory syndrome coronavirus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21084104,2011,Virology,Human monoclonal antibodies to West Nile virus identify epitopes on the prM protein.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21147919,2011,Journal of virology,Immunodominance and functional activities of antibody responses to inactivated West Nile virus and recombinant subunit vaccines in mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21211580,2011,Vaccine,Recombinant West Nile virus envelope protein E and domain III expressed in insect larvae protects mice against West Nile disease.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21216868,2011,The Journal of infectious diseases,Development of antigen-specific memory CD8+ T cells following live-attenuated chimeric West Nile virus vaccination.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21264311,2011,PloS one,A broadly flavivirus cross-neutralizing monoclonal antibody that recognizes a novel epitope within the fusion loop of E protein.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21341166,2011,Mikrobiyoloji bulteni,[Investigation of West Nile virus seroprevalence in Hacettepe University Hospital blood donors and confirmation of the positive results by plaque reduction neutralization test].,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21419800,2011,Journal of virological methods,Development and evaluation of a new epitope-blocking ELISA for universal detection of antibodies to West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21470570,2011,Virus research,Neutralization escape variant of West Nile virus associated with altered peripheral pathogenicity and differential cytokine profile.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21477626,2011,Virus research,Delineation of an epitope on domain I of Japanese encephalitis virus Envelope glycoprotein using monoclonal antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21515306,2011,Immunology letters,Cross protection against lethal West Nile virus challenge in mice immunized with recombinant E protein domain III of Japanese encephalitis virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21545809,2011,Journal of virological methods,Expression of recombinant West Nile virus prM protein fused to an affinity tag for use as a diagnostic antigen.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21596075,2011,Vaccine,A DNA vaccine encoding the E protein of West Nile virus is protective and can be boosted by recombinant domain DIII.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21738473,2011,PLoS pathogens,A dynamic landscape for antibody binding modulates antibody-mediated neutralization of West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21889960,2012,Virus research,Induction of virus-specific neutralizing immune response against West Nile and Japanese encephalitis viruses by chimeric peptides representing T-helper and B-cell epitopes.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",21917960,2011,Journal of virology,Poorly neutralizing cross-reactive antibodies against the fusion loop of West Nile virus envelope protein protect in vivo via Fcgamma receptor and complement-dependent effector mechanisms.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22244913,2012,Virology,A West Nile virus CD4 T cell epitope improves the immunogenicity of dengue virus serotype 2 vaccines.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22258236,2012,Journal of virology,A novel approach for the rapid mutagenesis and directed evolution of the structural genes of west nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22312974,2011,Avian diseases,Glycosylation of the envelope protein of West Nile Virus affects its replication in chicks.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22439769,2012,Expert opinion on drug discovery,Novel approaches to flavivirus drug discovery.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22484271,2012,The Journal of infection,Encephalitis due to emerging viruses: CNS innate immunity and potential therapeutic targets.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22500562,2012,Virology journal,West Nile virus: characterization and diagnostic applications of monoclonal antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22551814,2012,The Journal of infectious diseases,"Measles vaccine expressing the secreted form of West Nile virus envelope glycoprotein induces protective immunity in squirrel monkeys, a new model of West Nile virus infection.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22682286,2012,Vaccine,Flaviviruses and flavivirus vaccines.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22723463,2012,Science translational medicine,The structural basis for serotype-specific neutralization of dengue virus by a human antibody.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22764317,2012,The Journal of general virology,Identification of residues in West Nile virus pre-membrane protein that influence viral particle secretion and virulence.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22799608,2012,Virology journal,Induction of antigen-specific immune responses in mice by recombinant baculovirus expressing premembrane and envelope proteins of West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22858174,2012,Virology,Mutations in the West Nile prM protein affect VLP and virion secretion in vitro.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22863657,2012,Vaccine,Simplifying complex sequence information: a PCP-consensus protein binds antibodies against all four Dengue serotypes.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",22959989,2012,Vaccine,"Phase II, dose ranging study of the safety and immunogenicity of single dose West Nile vaccine in healthy adults ≥ 50 years of age.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23049879,2012,PloS one,Effect of serum heat-inactivation and dilution on detection of anti-WNV antibodies in mice by West Nile virus E-protein microsphere immunoassay.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23266257,2013,Journal of virological methods,A new competitive ELISA detects West Nile virus infection using monoclonal antibodies against the precursor-membrane protein of West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23357292,2013,Diagnostic microbiology and infectious disease,Cloning and expression of an envelope gene of West Nile virus and evaluation of the protein for use in an IgM ELISA.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23390915,2013,Mikrobiyoloji bulteni,"[A case of central nervous system infection due to west nile virus lineage-1 in ankara province, Turkey].",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23479674,2013,"Protein engineering, design & selection : PEDS",Thermodynamic stability of domain III from the envelope protein of flaviviruses and its improvement by molecular design.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23563834,2013,Revista da Sociedade Brasileira de Medicina Tropical,Production and diagnostic application of recombinant domain III of West Nile envelope protein in Brazil.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23573288,2013,PloS one,Lectin-dependent enhancement of Ebola virus infection via soluble and transmembrane C-type lectin receptors.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23617954,2013,Virology journal,A novel platform for virus-like particle-display of flaviviral envelope domain III: induction of Dengue and West Nile virus neutralizing antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",23741387,2013,PloS one,Comparative genomic and phylogenetic analysis of the first Usutu virus isolate from a human patient presenting with neurological symptoms.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",24109224,2013,Journal of virology,The Fc region of an antibody impacts the neutralization of West Nile viruses in different maturation states.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",24184444,2014,Virus research,Fine mapping of a linear epitope on EDIII of Japanese encephalitis virus using a novel neutralizing monoclonal antibody.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",24225644,2013,International journal of environmental research and public health,Flaviviruses in Europe: complex circulation patterns and their consequences for the diagnosis and control of West Nile disease.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",24351738,2013,International journal of environmental research and public health,Increased pathogenicity of West Nile virus (WNV) by glycosylation of envelope protein and seroprevalence of WNV in wild birds in Far Eastern Russia.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",24351795,2013,Viruses,Preclinical and clinical development of a YFV 17 D-based chimeric vaccine against West Nile virus.,2026-05-01T06:38:30Z,1
