pathogen,scoring,detector,family,mcc_layer_a,mcc_layer_c,f1_layer_a,f1_layer_c,n_detected,n_gt_a,n_gt_c
HIV-1,sasa,AdaptWin(s=90),AdaptWin,0.033145,0.098821,0.106509,0.226804,146,23,48
HIV-1,sasa,AdaptWin(s=85),AdaptWin,0.105462,0.021542,0.136752,0.185328,211,23,48
HIV-1,sasa,FreqThresh(p=80),FreqThresh,0.011428,0.063376,0.089286,0.189781,89,23,48
HIV-1,sasa,FreqThresh(p=85),FreqThresh,0.016315,0.077925,0.088889,0.191304,67,23,48
HIV-1,sasa,FreqThresh(p=90),FreqThresh,-0.010091,0.052792,0.058824,0.150538,45,23,48
HIV-1,sasa,FreqThresh(p=95),FreqThresh,-0.008044,-0.014819,0.043478,0.056338,23,23,48
HIV-1,sasa,"SWAN(w=10,k=1.0)",SWAN,0.018938,0.07236,0.1,0.212245,197,23,48
HIV-1,sasa,"SWAN(w=10,k=1.5)",SWAN,0.051126,0.062819,0.116279,0.203046,149,23,48
HIV-1,sasa,"SWAN(w=10,k=2.0)",SWAN,0.027223,0.080113,0.10219,0.209877,114,23,48
HIV-1,sasa,"SWAN(w=20,k=1.0)",SWAN,0.004854,0.038258,0.093458,0.192469,191,23,48
HIV-1,sasa,"SWAN(w=20,k=1.5)",SWAN,-0.028981,0.037495,0.074866,0.188679,164,23,48
HIV-1,sasa,"SWAN(w=20,k=2.0)",SWAN,-0.076558,0.033915,0.046784,0.183673,148,23,48
HIV-1,sasa,"SWAN(w=50,k=1.0)",SWAN,0.027705,0.011744,0.103896,0.179688,208,23,48
HIV-1,sasa,"SWAN(w=50,k=1.5)",SWAN,0.027705,0.011744,0.103896,0.179688,208,23,48
HIV-1,sasa,"SWAN(w=50,k=2.0)",SWAN,-0.015561,0.009127,0.084112,0.175732,191,23,48
HIV-1,sasa,MutClust-Orig(g=10),MutClust-Orig,0.033155,-0.053478,0.099138,0.188139,441,23,48
HIV-1,grantham,Wavelet(t=1.0),Wavelet,-0.025067,-0.004078,0.06,0.128,77,23,48
HIV-1,grantham,Wavelet(t=1.5),Wavelet,-0.076404,-0.089518,0.0,0.021739,44,23,48
HIV-1,grantham,Wavelet(t=2.0),Wavelet,-0.065289,-0.069591,0.0,0.024691,33,23,48
HIV-1,grantham,KDE(p=75),KDE,-0.134392,0.082118,0.0,0.21118,113,23,48
HIV-1,grantham,KDE(p=80),KDE,-0.116043,0.025196,0.0,0.15942,90,23,48
HIV-1,grantham,KDE(p=85),KDE,-0.09792,0.055208,0.0,0.172414,68,23,48
HIV-1,grantham,SlidingTest(p=0.01),SlidingTest,-0.043097,0.056146,0.0,0.095238,15,23,48
HIV-1,grantham,SlidingTest(p=0.05),SlidingTest,0.100609,0.093929,0.155844,0.196078,54,23,48
HIV-1,grantham,GradPeak(p=0.2),GradPeak,-0.062579,-0.047428,0.044776,0.113208,111,23,48
HIV-1,grantham,GradPeak(p=0.5),GradPeak,-0.05954,-0.042477,0.045802,0.115385,108,23,48
HIV-1,grantham,LocalContrast(z=1.0),LocalContrast,0.013256,-0.047152,0.086957,0.08547,69,23,48
HIV-1,grantham,LocalContrast(z=1.5),LocalContrast,0.048193,0.010169,0.105263,0.097561,34,23,48
HIV-1,grantham,LocalContrast(z=2.0),LocalContrast,0.051628,-0.000955,0.095238,0.059701,19,23,48
HIV-1,grantham,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.033155,0.053478,0.0,0.070175,9,23,48
HIV-1,grantham,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.015507,-0.023088,0.0,0.0,2,23,48
HIV-1,grantham,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.010953,-0.016307,0.0,0.0,1,23,48
HIV-1,grantham,AdaptiveKnee,AdaptiveKnee,-0.042755,-0.027173,0.043478,0.102564,69,23,48
HIV-1,grantham,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.012953,0.037495,0.096257,0.188679,164,23,48
HIV-1,grantham,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.087146,0.039793,0.113695,0.199029,364,23,48
HIV-1,grantham,Spectral(z=1.5),Spectral,-0.043726,0.028796,0.029412,0.129032,45,23,48
HIV-1,grantham,Spectral(z=2.0),Spectral,-0.056289,-0.020952,0.0,0.054795,25,23,48
HIV-1,grantham,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,grantham,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,grantham,AdaptWin(s=90),AdaptWin,0.104525,-0.00707,0.125786,0.180758,295,23,48
HIV-1,grantham,AdaptWin(s=85),AdaptWin,0.069746,-0.015008,0.108642,0.186047,382,23,48
HIV-1,grantham,FreqThresh(p=80),FreqThresh,-0.013905,-0.026989,0.071429,0.116788,89,23,48
HIV-1,grantham,FreqThresh(p=85),FreqThresh,-0.040378,-0.023189,0.044444,0.104348,67,23,48
HIV-1,grantham,FreqThresh(p=90),FreqThresh,-0.010091,-0.043193,0.058824,0.064516,45,23,48
HIV-1,grantham,FreqThresh(p=95),FreqThresh,-0.053864,-0.014819,0.0,0.056338,23,23,48
HIV-1,grantham,"SWAN(w=10,k=1.0)",SWAN,0.056249,-0.008744,0.12,0.148571,127,23,48
HIV-1,grantham,"SWAN(w=10,k=1.5)",SWAN,0.052045,0.010849,0.117647,0.141732,79,23,48
HIV-1,grantham,"SWAN(w=10,k=2.0)",SWAN,0.05739,0.033884,0.120482,0.148148,60,23,48
HIV-1,grantham,"SWAN(w=20,k=1.0)",SWAN,0.096969,0.049767,0.143791,0.191011,130,23,48
HIV-1,grantham,"SWAN(w=20,k=1.5)",SWAN,0.098299,0.032316,0.147059,0.173913,113,23,48
HIV-1,grantham,"SWAN(w=20,k=2.0)",SWAN,0.039597,0.010593,0.107527,0.135593,70,23,48
HIV-1,grantham,"SWAN(w=50,k=1.0)",SWAN,0.061824,0.047458,0.121547,0.194175,158,23,48
HIV-1,grantham,"SWAN(w=50,k=1.5)",SWAN,-0.074539,0.042403,0.032787,0.176871,99,23,48
HIV-1,grantham,"SWAN(w=50,k=2.0)",SWAN,-0.052959,0.03195,0.039604,0.15873,78,23,48
HIV-1,grantham,MutClust-Orig(g=10),MutClust-Orig,0.02698,-0.085359,0.098501,0.186992,444,23,48
HIV-1,dnds_proxy,Wavelet(t=1.0),Wavelet,0.053024,-0.090553,0.118644,0.06993,95,23,48
HIV-1,dnds_proxy,Wavelet(t=1.5),Wavelet,0.210618,-0.011578,0.254545,0.075,32,23,48
HIV-1,dnds_proxy,Wavelet(t=2.0),Wavelet,0.266877,-0.014819,0.304348,0.056338,23,23,48
HIV-1,dnds_proxy,KDE(p=75),KDE,0.028492,0.065517,0.102941,0.198758,113,23,48
HIV-1,dnds_proxy,KDE(p=80),KDE,0.010091,0.079188,0.088496,0.202899,90,23,48
HIV-1,dnds_proxy,KDE(p=85),KDE,-0.041572,0.095407,0.043956,0.206897,68,23,48
HIV-1,dnds_proxy,SlidingTest(p=0.01),SlidingTest,0.157575,-0.014518,0.191304,0.128571,92,23,48
HIV-1,dnds_proxy,SlidingTest(p=0.05),SlidingTest,0.071584,0.060815,0.124402,0.205128,186,23,48
HIV-1,dnds_proxy,GradPeak(p=0.2),GradPeak,0.040733,0.027604,0.1,0.117647,37,23,48
HIV-1,dnds_proxy,GradPeak(p=0.5),GradPeak,0.064421,0.050279,0.102564,0.09375,16,23,48
HIV-1,dnds_proxy,LocalContrast(z=1.0),LocalContrast,-0.069746,0.015008,0.021978,0.137931,68,23,48
HIV-1,dnds_proxy,LocalContrast(z=1.5),LocalContrast,-0.075437,-0.038854,0.0,0.065934,43,23,48
HIV-1,dnds_proxy,LocalContrast(z=2.0),LocalContrast,-0.047374,-0.070535,0.0,0.0,18,23,48
HIV-1,dnds_proxy,"CUSUM(d=0.3,h=3.0)",CUSUM,0.096842,0.065207,0.139535,0.117647,20,23,48
HIV-1,dnds_proxy,"CUSUM(d=0.5,h=4.0)",CUSUM,0.052368,-0.043436,0.066667,0.0,7,23,48
HIV-1,dnds_proxy,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.024601,-0.036628,0.0,0.0,5,23,48
HIV-1,dnds_proxy,AdaptiveKnee,AdaptiveKnee,0.004854,0.070363,0.08547,0.197183,94,23,48
HIV-1,dnds_proxy,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.000679,-0.017433,0.093525,0.171617,255,23,48
HIV-1,dnds_proxy,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.005928,-0.002072,0.095238,0.188679,376,23,48
HIV-1,dnds_proxy,Spectral(z=1.5),Spectral,-0.071493,-0.029681,0.0,0.068966,39,23,48
HIV-1,dnds_proxy,Spectral(z=2.0),Spectral,-0.051349,-0.076452,0.0,0.0,21,23,48
HIV-1,dnds_proxy,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,dnds_proxy,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,dnds_proxy,AdaptWin(s=90),AdaptWin,0.115718,0.075262,0.133803,0.213592,261,23,48
HIV-1,dnds_proxy,AdaptWin(s=85),AdaptWin,0.127365,0.0487,0.129032,0.202186,318,23,48
HIV-1,dnds_proxy,FreqThresh(p=80),FreqThresh,0.004854,0.070363,0.08547,0.197183,94,23,48
HIV-1,dnds_proxy,FreqThresh(p=85),FreqThresh,-0.041572,0.035108,0.043956,0.155172,68,23,48
HIV-1,dnds_proxy,FreqThresh(p=90),FreqThresh,-0.02771,-0.001732,0.05,0.114286,57,23,48
HIV-1,dnds_proxy,FreqThresh(p=95),FreqThresh,-0.012237,-0.05238,0.041667,0.027397,25,23,48
HIV-1,dnds_proxy,"SWAN(w=10,k=1.0)",SWAN,0.114103,0.047805,0.138776,0.2,222,23,48
HIV-1,dnds_proxy,"SWAN(w=10,k=1.5)",SWAN,0.100015,0.057461,0.138614,0.202643,179,23,48
HIV-1,dnds_proxy,"SWAN(w=10,k=2.0)",SWAN,0.168107,0.015715,0.191176,0.161491,113,23,48
HIV-1,dnds_proxy,"SWAN(w=20,k=1.0)",SWAN,0.096744,0.065012,0.129771,0.209059,239,23,48
HIV-1,dnds_proxy,"SWAN(w=20,k=1.5)",SWAN,0.117229,0.052427,0.140496,0.202247,219,23,48
HIV-1,dnds_proxy,"SWAN(w=20,k=2.0)",SWAN,0.103599,0.033531,0.138249,0.190083,194,23,48
HIV-1,dnds_proxy,"SWAN(w=50,k=1.0)",SWAN,0.095738,0.063492,0.129278,0.208333,240,23,48
HIV-1,dnds_proxy,"SWAN(w=50,k=1.5)",SWAN,0.095738,0.063492,0.129278,0.208333,240,23,48
HIV-1,dnds_proxy,"SWAN(w=50,k=2.0)",SWAN,0.095738,0.063492,0.129278,0.208333,240,23,48
HIV-1,dnds_proxy,MutClust-Orig(g=10),MutClust-Orig,0.02698,-0.085359,0.098501,0.186992,444,23,48
HIV-1,semantic_change,Wavelet(t=1.0),Wavelet,0.003112,-0.117338,0.080808,0.032258,76,23,48
HIV-1,semantic_change,Wavelet(t=1.5),Wavelet,0.023545,-0.115182,0.088235,0.0,45,23,48
HIV-1,semantic_change,Wavelet(t=2.0),Wavelet,-0.023286,-0.09399,0.037037,0.0,31,23,48
HIV-1,semantic_change,KDE(p=75),KDE,0.121568,0.082118,0.161765,0.21118,113,23,48
HIV-1,semantic_change,KDE(p=80),KDE,0.136225,0.061191,0.176991,0.188406,90,23,48
HIV-1,semantic_change,KDE(p=85),KDE,0.04295,0.095407,0.10989,0.206897,68,23,48
HIV-1,semantic_change,SlidingTest(p=0.01),SlidingTest,0.105093,-0.045919,0.156863,0.094488,79,23,48
HIV-1,semantic_change,SlidingTest(p=0.05),SlidingTest,0.118501,-0.020906,0.15942,0.134969,115,23,48
HIV-1,semantic_change,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,23,48
HIV-1,semantic_change,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,23,48
HIV-1,semantic_change,LocalContrast(z=1.0),LocalContrast,0.040417,0.007742,0.105263,0.118812,53,23,48
HIV-1,semantic_change,LocalContrast(z=1.5),LocalContrast,0.016557,0.048132,0.074074,0.126582,31,23,48
HIV-1,semantic_change,LocalContrast(z=2.0),LocalContrast,0.037776,0.083248,0.086957,0.140845,23,23,48
HIV-1,semantic_change,"CUSUM(d=0.3,h=3.0)",CUSUM,0.101807,-0.000955,0.142857,0.059701,19,23,48
HIV-1,semantic_change,"CUSUM(d=0.5,h=4.0)",CUSUM,0.170378,0.045582,0.181818,0.068966,10,23,48
HIV-1,semantic_change,"CUSUM(d=0.5,h=5.0)",CUSUM,0.133911,0.014737,0.133333,0.036364,7,23,48
HIV-1,semantic_change,AdaptiveKnee,AdaptiveKnee,0.116758,-0.029648,0.168675,0.092593,60,23,48
HIV-1,semantic_change,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.018511,0.023061,0.100334,0.191358,276,23,48
HIV-1,semantic_change,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.050559,0.026119,0.089412,0.195556,402,23,48
HIV-1,semantic_change,Spectral(z=1.5),Spectral,-0.024953,0.072453,0.036364,0.15,32,23,48
HIV-1,semantic_change,Spectral(z=2.0),Spectral,-0.014224,0.068701,0.040816,0.135135,26,23,48
HIV-1,semantic_change,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,semantic_change,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,semantic_change,AdaptWin(s=90),AdaptWin,0.117653,0.014518,0.120735,0.192118,358,23,48
HIV-1,semantic_change,AdaptWin(s=85),AdaptWin,0.094503,-0.024183,0.112469,0.184332,386,23,48
HIV-1,semantic_change,FreqThresh(p=80),FreqThresh,0.062094,-0.026989,0.125,0.116788,89,23,48
HIV-1,semantic_change,FreqThresh(p=85),FreqThresh,0.101354,-0.023189,0.155556,0.104348,67,23,48
HIV-1,semantic_change,FreqThresh(p=90),FreqThresh,0.124452,0.004799,0.176471,0.107527,45,23,48
HIV-1,semantic_change,FreqThresh(p=95),FreqThresh,0.129417,0.01787,0.173913,0.084507,23,23,48
HIV-1,semantic_change,"SWAN(w=10,k=1.0)",SWAN,0.058322,0.011544,0.120482,0.167539,143,23,48
HIV-1,semantic_change,"SWAN(w=10,k=1.5)",SWAN,0.085183,-0.005203,0.139535,0.142857,106,23,48
HIV-1,semantic_change,"SWAN(w=10,k=2.0)",SWAN,0.10583,-0.016357,0.155172,0.12766,93,23,48
HIV-1,semantic_change,"SWAN(w=20,k=1.0)",SWAN,0.08904,0.025531,0.136364,0.179104,153,23,48
HIV-1,semantic_change,"SWAN(w=20,k=1.5)",SWAN,0.104276,-0.000621,0.146341,0.15873,141,23,48
HIV-1,semantic_change,"SWAN(w=20,k=2.0)",SWAN,0.108963,-0.039132,0.155039,0.116883,106,23,48
HIV-1,semantic_change,"SWAN(w=50,k=1.0)",SWAN,0.072363,0.032584,0.126316,0.186047,167,23,48
HIV-1,semantic_change,"SWAN(w=50,k=1.5)",SWAN,0.074685,0.035853,0.12766,0.187793,165,23,48
HIV-1,semantic_change,"SWAN(w=50,k=2.0)",SWAN,0.075853,0.037495,0.128342,0.188679,164,23,48
HIV-1,semantic_change,MutClust-Orig(g=10),MutClust-Orig,0.081598,-0.013833,0.124514,0.170213,234,23,48
HIV-1,EVEscape_composite,Wavelet(t=1.0),Wavelet,0.018301,-0.073163,0.093458,0.075758,84,23,48
HIV-1,EVEscape_composite,Wavelet(t=1.5),Wavelet,0.01427,-0.076356,0.082192,0.040816,50,23,48
HIV-1,EVEscape_composite,Wavelet(t=2.0),Wavelet,-0.041588,-0.020456,0.0,0.032258,14,23,48
HIV-1,EVEscape_composite,KDE(p=75),KDE,-0.041316,-0.100489,0.058824,0.074534,113,23,48
HIV-1,EVEscape_composite,KDE(p=80),KDE,-0.06559,-0.100785,0.035398,0.057971,90,23,48
HIV-1,EVEscape_composite,KDE(p=85),KDE,-0.09792,-0.105591,0.0,0.034483,68,23,48
HIV-1,EVEscape_composite,SlidingTest(p=0.01),SlidingTest,-0.074464,-0.011879,0.0,0.088889,42,23,48
HIV-1,EVEscape_composite,SlidingTest(p=0.05),SlidingTest,-0.099611,0.030456,0.0,0.152542,70,23,48
HIV-1,EVEscape_composite,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,23,48
HIV-1,EVEscape_composite,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,23,48
HIV-1,EVEscape_composite,LocalContrast(z=1.0),LocalContrast,-0.082055,-0.007636,0.0,0.102041,50,23,48
HIV-1,EVEscape_composite,LocalContrast(z=1.5),LocalContrast,-0.071493,-0.029681,0.0,0.068966,39,23,48
HIV-1,EVEscape_composite,LocalContrast(z=2.0),LocalContrast,-0.062028,-0.034632,0.0,0.051282,30,23,48
HIV-1,EVEscape_composite,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.047374,0.039676,0.0,0.090909,18,23,48
HIV-1,EVEscape_composite,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.033155,-0.049364,0.0,0.0,9,23,48
HIV-1,EVEscape_composite,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.02698,0.022595,0.0,0.037037,6,23,48
HIV-1,EVEscape_composite,AdaptiveKnee,AdaptiveKnee,-0.103792,0.0,0.0,0.130081,75,23,48
HIV-1,EVEscape_composite,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.082331,-0.023872,0.119122,0.174419,296,23,48
HIV-1,EVEscape_composite,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.074755,0.015362,0.11,0.192941,377,23,48
HIV-1,EVEscape_composite,Spectral(z=1.5),Spectral,-0.062028,-0.034632,0.0,0.051282,30,23,48
HIV-1,EVEscape_composite,Spectral(z=2.0),Spectral,-0.045987,-0.03071,0.0,0.030769,17,23,48
HIV-1,EVEscape_composite,Bayes(prior=0.1),Bayes,-0.015507,-0.023088,0.0,0.0,2,23,48
HIV-1,EVEscape_composite,Bayes(prior=0.15),Bayes,-0.063128,-0.037141,0.0,0.050633,31,23,48
HIV-1,EVEscape_composite,AdaptWin(s=90),AdaptWin,-0.091905,0.010375,0.0,0.12844,61,23,48
HIV-1,EVEscape_composite,AdaptWin(s=85),AdaptWin,-0.127241,0.032561,0.0,0.171053,104,23,48
HIV-1,EVEscape_composite,FreqThresh(p=80),FreqThresh,-0.114429,0.011132,0.0,0.147059,88,23,48
HIV-1,EVEscape_composite,FreqThresh(p=85),FreqThresh,-0.096218,-0.021163,0.0,0.105263,66,23,48
HIV-1,EVEscape_composite,FreqThresh(p=90),FreqThresh,-0.076404,-0.041042,0.0,0.065217,44,23,48
HIV-1,EVEscape_composite,FreqThresh(p=95),FreqThresh,-0.052619,-0.044958,0.0,0.028571,22,23,48
HIV-1,EVEscape_composite,"SWAN(w=10,k=1.0)",SWAN,-0.115237,-0.008916,0.0,0.131387,89,23,48
HIV-1,EVEscape_composite,"SWAN(w=10,k=1.5)",SWAN,-0.105449,0.015037,0.0,0.144,77,23,48
HIV-1,EVEscape_composite,"SWAN(w=10,k=2.0)",SWAN,-0.08389,-0.01231,0.0,0.1,52,23,48
HIV-1,EVEscape_composite,"SWAN(w=20,k=1.0)",SWAN,-0.131216,-0.01053,0.0,0.140127,109,23,48
HIV-1,EVEscape_composite,"SWAN(w=20,k=1.5)",SWAN,-0.107097,0.029771,0.0,0.15748,79,23,48
HIV-1,EVEscape_composite,"SWAN(w=20,k=2.0)",SWAN,-0.102127,0.023693,0.0,0.14876,73,23,48
HIV-1,EVEscape_composite,"SWAN(w=50,k=1.0)",SWAN,-0.137569,-0.007878,0.0,0.145455,117,23,48
HIV-1,EVEscape_composite,"SWAN(w=50,k=1.5)",SWAN,-0.13201,0.004467,0.0,0.151899,110,23,48
HIV-1,EVEscape_composite,"SWAN(w=50,k=2.0)",SWAN,-0.105449,0.015037,0.0,0.144,77,23,48
HIV-1,EVEscape_composite,MutClust-Orig(g=10),MutClust-Orig,0.143703,-0.029681,0.193548,0.068966,39,23,48
HIV-1,EqualWeight,Wavelet(t=1.0),Wavelet,0.127648,-0.086944,0.173077,0.062016,81,23,48
HIV-1,EqualWeight,Wavelet(t=1.5),Wavelet,0.105494,-0.079865,0.16,0.04,52,23,48
HIV-1,EqualWeight,Wavelet(t=2.0),Wavelet,-0.053864,-0.080197,0.0,0.0,23,23,48
HIV-1,EqualWeight,KDE(p=75),KDE,0.051761,0.065517,0.117647,0.198758,113,23,48
HIV-1,EqualWeight,KDE(p=80),KDE,-0.015136,0.043193,0.070796,0.173913,90,23,48
HIV-1,EqualWeight,KDE(p=85),KDE,-0.013398,0.055208,0.065934,0.172414,68,23,48
HIV-1,EqualWeight,SlidingTest(p=0.01),SlidingTest,0.206678,-0.047119,0.207792,0.122905,131,23,48
HIV-1,EqualWeight,SlidingTest(p=0.05),SlidingTest,0.196381,-0.013693,0.188482,0.157407,168,23,48
HIV-1,EqualWeight,GradPeak(p=0.2),GradPeak,-0.015507,-0.023088,0.0,0.0,2,23,48
HIV-1,EqualWeight,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,23,48
HIV-1,EqualWeight,LocalContrast(z=1.0),LocalContrast,-0.062427,-0.010655,0.02381,0.110092,61,23,48
HIV-1,EqualWeight,LocalContrast(z=1.5),LocalContrast,-0.063128,-0.008717,0.0,0.075949,31,23,48
HIV-1,EqualWeight,LocalContrast(z=2.0),LocalContrast,-0.034988,-0.052093,0.0,0.0,10,23,48
HIV-1,EqualWeight,"CUSUM(d=0.3,h=3.0)",CUSUM,0.153812,0.003638,0.2,0.08,27,23,48
HIV-1,EqualWeight,"CUSUM(d=0.5,h=4.0)",CUSUM,0.069331,0.016042,0.105263,0.063492,15,23,48
HIV-1,EqualWeight,"CUSUM(d=0.5,h=5.0)",CUSUM,0.024218,-0.057195,0.057143,0.0,12,23,48
HIV-1,EqualWeight,AdaptiveKnee,AdaptiveKnee,0.083596,-0.080197,0.130435,0.0,23,23,48
HIV-1,EqualWeight,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.077751,0.018391,0.119205,0.189602,279,23,48
HIV-1,EqualWeight,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.056289,0.020952,0.102679,0.194503,425,23,48
HIV-1,EqualWeight,Spectral(z=1.5),Spectral,-0.070484,-0.001381,0.0,0.093023,38,23,48
HIV-1,EqualWeight,Spectral(z=2.0),Spectral,-0.043097,-0.024062,0.0,0.031746,15,23,48
HIV-1,EqualWeight,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,EqualWeight,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,EqualWeight,AdaptWin(s=90),AdaptWin,0.139953,0.045582,0.130312,0.201058,330,23,48
HIV-1,EqualWeight,AdaptWin(s=85),AdaptWin,0.133598,0.032412,0.127424,0.196891,338,23,48
HIV-1,EqualWeight,FreqThresh(p=80),FreqThresh,0.161452,0.025196,0.19469,0.15942,90,23,48
HIV-1,EqualWeight,FreqThresh(p=85),FreqThresh,0.127472,0.015008,0.175824,0.137931,68,23,48
HIV-1,EqualWeight,FreqThresh(p=90),FreqThresh,0.158088,-0.091186,0.205882,0.021505,45,23,48
HIV-1,EqualWeight,FreqThresh(p=95),FreqThresh,0.083596,-0.080197,0.130435,0.0,23,23,48
HIV-1,EqualWeight,"SWAN(w=10,k=1.0)",SWAN,0.142696,0.045744,0.151899,0.198473,214,23,48
HIV-1,EqualWeight,"SWAN(w=10,k=1.5)",SWAN,0.188697,0.036069,0.182741,0.189189,174,23,48
HIV-1,EqualWeight,"SWAN(w=10,k=2.0)",SWAN,0.218287,-0.018468,0.205714,0.15,152,23,48
HIV-1,EqualWeight,"SWAN(w=20,k=1.0)",SWAN,0.126053,0.035523,0.142292,0.194245,230,23,48
HIV-1,EqualWeight,"SWAN(w=20,k=1.5)",SWAN,0.143762,0.032874,0.152542,0.191571,213,23,48
HIV-1,EqualWeight,"SWAN(w=20,k=2.0)",SWAN,0.17883,0.008605,0.17561,0.173913,182,23,48
HIV-1,EqualWeight,"SWAN(w=50,k=1.0)",SWAN,0.124019,0.032459,0.141176,0.192857,232,23,48
HIV-1,EqualWeight,"SWAN(w=50,k=1.5)",SWAN,0.129121,0.040123,0.144,0.196364,227,23,48
HIV-1,EqualWeight,"SWAN(w=50,k=2.0)",SWAN,0.134286,0.033406,0.146939,0.192593,222,23,48
HIV-1,EqualWeight,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.097252,0.192771,450,23,48
HIV-1,tranception,Wavelet(t=1.0),Wavelet,-0.085704,0.049623,0.0,0.156863,54,23,48
HIV-1,tranception,Wavelet(t=1.5),Wavelet,-0.076404,0.080146,0.0,0.173913,44,23,48
HIV-1,tranception,Wavelet(t=2.0),Wavelet,-0.0674,0.087806,0.0,0.168675,35,23,48
HIV-1,tranception,KDE(p=75),KDE,-0.134392,-0.083889,0.0,0.086957,113,23,48
HIV-1,tranception,KDE(p=80),KDE,-0.116043,-0.100785,0.0,0.057971,90,23,48
HIV-1,tranception,KDE(p=85),KDE,-0.09792,-0.085491,0.0,0.051724,68,23,48
HIV-1,tranception,SlidingTest(p=0.01),SlidingTest,-0.033155,-0.049364,0.0,0.0,9,23,48
HIV-1,tranception,SlidingTest(p=0.05),SlidingTest,-0.028109,-0.030598,0.064516,0.120805,101,23,48
HIV-1,tranception,GradPeak(p=0.2),GradPeak,-0.013271,-0.023852,0.057143,0.084211,47,23,48
HIV-1,tranception,GradPeak(p=0.5),GradPeak,-0.060913,-0.032055,0.0,0.051948,29,23,48
HIV-1,tranception,LocalContrast(z=1.0),LocalContrast,-0.074755,-0.034889,0.020833,0.099174,73,23,48
HIV-1,tranception,LocalContrast(z=1.5),LocalContrast,-0.028169,0.010169,0.035088,0.097561,34,23,48
HIV-1,tranception,LocalContrast(z=2.0),LocalContrast,-0.045987,0.044806,0.0,0.092308,17,23,48
HIV-1,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.031224,0.00799,0.0,0.035714,8,23,48
HIV-1,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.010953,-0.016307,0.0,0.0,1,23,48
HIV-1,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,0.0,0.0,0.0,0.0,0,23,48
HIV-1,tranception,AdaptiveKnee,AdaptiveKnee,-0.070484,-0.001381,0.0,0.093023,38,23,48
HIV-1,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.05834,0.004037,0.067797,0.176245,213,23,48
HIV-1,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.016053,0.028349,0.09434,0.195991,401,23,48
HIV-1,tranception,Spectral(z=1.5),Spectral,-0.055087,0.014097,0.0,0.083333,24,23,48
HIV-1,tranception,Spectral(z=2.0),Spectral,-0.043097,-0.024062,0.0,0.031746,15,23,48
HIV-1,tranception,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,tranception,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,23,48
HIV-1,tranception,AdaptWin(s=90),AdaptWin,0.03343,0.008744,0.104046,0.188679,323,23,48
HIV-1,tranception,AdaptWin(s=85),AdaptWin,0.006302,-0.021284,0.097436,0.183133,367,23,48
HIV-1,tranception,FreqThresh(p=80),FreqThresh,-0.040363,0.007199,0.053097,0.144928,90,23,48
HIV-1,tranception,FreqThresh(p=85),FreqThresh,-0.069746,0.015008,0.021978,0.137931,68,23,48
HIV-1,tranception,FreqThresh(p=90),FreqThresh,-0.043726,0.004799,0.029412,0.107527,45,23,48
