pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
Norovirus,rank(P*E),Ensemble(v>=3),Ensemble,1500,791,536,15,229,0,0.2367,0.2564,0.2083,0.3333,7.4444,0.0262,,0.2485,24
Norovirus,rank(P*E),AdaptWin(s=90),AdaptWin,1500,791,536,15,229,0,0.1464,0.104,0.0553,0.8667,1.9767,0.0524,,0.0883,235
Norovirus,rank(P*E),AdaptWin(s=85),AdaptWin,1500,791,536,15,229,0,0.1598,0.1003,0.0528,1.0,1.8873,0.1179,,0.065,284
Norovirus,rank(P*E),FreqThresh(p=80),FreqThresh,1500,791,536,15,229,0,0.2331,0.1864,0.1068,0.7333,3.8162,0.0393,,0.1747,103
Norovirus,rank(P*E),FreqThresh(p=85),FreqThresh,1500,791,536,15,229,0,0.3244,0.2821,0.1746,0.7333,6.2392,0.0393,,0.2703,63
Norovirus,rank(P*E),FreqThresh(p=90),FreqThresh,1500,791,536,15,229,0,0.3672,0.36,0.2571,0.6,9.1886,0.0262,,0.3521,35
Norovirus,rank(P*E),FreqThresh(p=95),FreqThresh,1500,791,536,15,229,0,0.1032,0.129,0.125,0.1333,4.4667,0.0175,,0.1238,16
Norovirus,rank(P*E),"SWAN(w=10,k=1.0)",SWAN,1500,791,536,15,229,0,0.1294,0.1212,0.0684,0.5333,2.4433,0.0,,0.1212,117
Norovirus,rank(P*E),"SWAN(w=20,k=1.0)",SWAN,1500,791,536,15,229,0,0.0327,0.069,0.0417,0.2,1.4889,0.0,,0.069,72
Norovirus,rank(P*E),MutClust-Orig(g=10),MutClust-Orig,1500,791,536,15,229,0,0.0,0.0544,0.028,1.0,1.0,1.0,,-0.2456,536
HIV-1,E*rare,Wavelet(t=1.0),Wavelet,3000,2256,450,23,23,133,0.0727,0.122,0.0673,0.6522,1.316,0.6957,0.2528,-0.0867,223
HIV-1,E*rare,Wavelet(t=1.5),Wavelet,3000,2256,450,23,23,133,0.0768,0.1359,0.0875,0.3043,1.712,0.1304,0.0657,0.0968,80
HIV-1,E*rare,Wavelet(t=2.0),Wavelet,3000,2256,450,23,23,133,-0.0487,0.0,0.0,0.0,0.0,0.087,0.0132,-0.0261,19
HIV-1,E*rare,KDE(p=75),KDE,3000,2256,450,23,23,133,-0.0127,0.0721,0.0455,0.1739,0.8893,0.3478,0.2896,-0.0323,88
HIV-1,E*rare,KDE(p=80),KDE,3000,2256,450,23,23,133,-0.0728,0.0213,0.0141,0.0435,0.2756,0.3478,0.2647,-0.0831,71
HIV-1,E*rare,KDE(p=85),KDE,3000,2256,450,23,23,133,-0.0848,0.0,0.0,0.0,0.0,0.3478,0.2151,-0.1043,53
HIV-1,E*rare,SlidingTest(p=0.01),SlidingTest,3000,2256,450,23,23,133,0.1816,0.1628,0.0894,0.913,1.7484,0.6522,0.3152,-0.0329,235
HIV-1,E*rare,SlidingTest(p=0.05),SlidingTest,3000,2256,450,23,23,133,0.1766,0.1597,0.0875,0.913,1.712,0.6522,0.3217,-0.036,240
HIV-1,E*rare,GradPeak(p=0.2),GradPeak,3000,2256,450,23,23,133,-0.0737,0.0476,0.0276,0.1739,0.5397,0.3478,0.2446,-0.0567,145
HIV-1,E*rare,GradPeak(p=0.5),GradPeak,3000,2256,450,23,23,133,-0.0754,0.0,0.0,0.0,0.0,0.1304,0.1023,-0.0391,43
HIV-1,E*rare,LocalContrast(z=1.0),LocalContrast,3000,2256,450,23,23,133,-0.0203,0.0725,0.0435,0.2174,0.8507,0.087,0.1694,0.0464,115
HIV-1,E*rare,LocalContrast(z=1.5),LocalContrast,3000,2256,450,23,23,133,-0.038,0.0455,0.0308,0.087,0.602,0.0,0.1313,0.0455,65
HIV-1,E*rare,LocalContrast(z=2.0),LocalContrast,3000,2256,450,23,23,133,-0.0416,0.0,0.0,0.0,0.0,0.0,0.0136,0.0,14
HIV-1,E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,3000,2256,450,23,23,133,0.019,0.0979,0.0515,1.0,1.0067,1.0,0.3448,-0.2021,447
HIV-1,E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,3000,2256,450,23,23,133,-0.0778,0.0794,0.0423,0.6522,0.8267,0.7826,0.3484,-0.1554,355
HIV-1,E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,3000,2256,450,23,23,133,-0.0897,0.0757,0.0403,0.6087,0.7894,0.7826,0.3417,-0.1591,347
HIV-1,E*rare,AdaptiveKnee,AdaptiveKnee,3000,2256,450,23,23,133,0.0925,0.1429,0.0855,0.4348,1.6722,0.3913,0.232,0.0255,117
HIV-1,E*rare,Spectral(z=1.5),Spectral,3000,2256,450,23,23,133,0.0131,0.0526,0.0667,0.0435,1.3043,0.0,0.027,0.0526,15
HIV-1,E*rare,Spectral(z=2.0),Spectral,3000,2256,450,23,23,133,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
HIV-1,E*rare,Bayes(prior=0.1),Bayes,3000,2256,450,23,23,133,0.0981,0.1328,0.0734,0.6957,1.436,0.6522,0.3305,-0.0629,218
HIV-1,E*rare,Bayes(prior=0.15),Bayes,3000,2256,450,23,23,133,0.1215,0.1367,0.0745,0.8261,1.4578,0.6522,0.3299,-0.059,255
HIV-1,E*rare,Ensemble(v>=2),Ensemble,3000,2256,450,23,23,133,0.0385,0.1039,0.0741,0.1739,1.4493,0.2609,0.1283,0.0256,54
HIV-1,E*rare,Ensemble(v>=3),Ensemble,3000,2256,450,23,23,133,0.0121,0.0714,0.0606,0.087,1.1858,0.0435,0.0723,0.0584,33
HIV-1,E*rare,AdaptWin(s=90),AdaptWin,3000,2256,450,23,23,133,0.1184,0.1441,0.0804,0.6957,1.5731,0.6522,0.3373,-0.0515,199
HIV-1,E*rare,AdaptWin(s=85),AdaptWin,3000,2256,450,23,23,133,0.1644,0.1569,0.0862,0.8696,1.6867,0.6522,0.3233,-0.0388,232
HIV-1,E*rare,FreqThresh(p=80),FreqThresh,3000,2256,450,23,23,133,0.08,0.1342,0.0794,0.4348,1.5528,0.3913,0.2548,0.0168,126
HIV-1,E*rare,FreqThresh(p=85),FreqThresh,3000,2256,450,23,23,133,0.0283,0.1017,0.0632,0.2609,1.2357,0.3043,0.2193,0.0104,95
HIV-1,E*rare,FreqThresh(p=90),FreqThresh,3000,2256,450,23,23,133,0.0385,0.1039,0.0741,0.1739,1.4493,0.2609,0.1283,0.0256,54
HIV-1,E*rare,FreqThresh(p=95),FreqThresh,3000,2256,450,23,23,133,-0.035,0.0,0.0,0.0,0.0,0.0435,0.014,-0.013,10
HIV-1,E*rare,"SWAN(w=10,k=1.0)",SWAN,3000,2256,450,23,23,133,0.057,0.1212,0.0789,0.2609,1.5446,0.3478,0.2584,0.0169,76
HIV-1,E*rare,"SWAN(w=20,k=1.0)",SWAN,3000,2256,450,23,23,133,0.024,0.0971,0.0625,0.2174,1.2228,0.3478,0.2629,-0.0073,80
HIV-1,E*rare,"SWAN(w=50,k=1.0)",SWAN,3000,2256,450,23,23,133,-0.0078,0.069,0.0469,0.1304,0.9171,0.3478,0.2132,-0.0354,64
HIV-1,E*rare,MutClust-Orig(g=10),MutClust-Orig,3000,2256,450,23,23,133,0.1013,0.1147,0.0608,1.0,1.1905,0.9565,0.3601,-0.1722,378
HIV-1,P*E*rare,Wavelet(t=1.0),Wavelet,3000,2256,450,23,23,133,0.1023,0.135,0.0748,0.6957,1.4628,0.7826,0.2305,-0.0998,214
HIV-1,P*E*rare,Wavelet(t=1.5),Wavelet,3000,2256,450,23,23,133,0.0841,0.1404,0.0879,0.3478,1.72,0.2174,0.0893,0.0751,91
HIV-1,P*E*rare,Wavelet(t=2.0),Wavelet,3000,2256,450,23,23,133,-0.0551,0.0,0.0,0.0,0.0,0.1304,0.0,-0.0391,24
HIV-1,P*E*rare,KDE(p=75),KDE,3000,2256,450,23,23,133,-0.089,0.018,0.0114,0.0435,0.2223,0.5652,0.2715,-0.1515,88
HIV-1,P*E*rare,KDE(p=80),KDE,3000,2256,450,23,23,133,-0.0718,0.0215,0.0143,0.0435,0.2795,0.3478,0.2562,-0.0828,70
HIV-1,P*E*rare,KDE(p=85),KDE,3000,2256,450,23,23,133,-0.0848,0.0,0.0,0.0,0.0,0.3478,0.172,-0.1043,53
HIV-1,P*E*rare,SlidingTest(p=0.01),SlidingTest,3000,2256,450,23,23,133,0.1614,0.155,0.0851,0.8696,1.6651,0.6522,0.3207,-0.0406,235
HIV-1,P*E*rare,SlidingTest(p=0.05),SlidingTest,3000,2256,450,23,23,133,0.1766,0.1597,0.0875,0.913,1.712,0.6522,0.3217,-0.036,240
HIV-1,P*E*rare,GradPeak(p=0.2),GradPeak,3000,2256,450,23,23,133,-0.0377,0.0649,0.0382,0.2174,0.7468,0.3478,0.2348,-0.0394,131
HIV-1,P*E*rare,GradPeak(p=0.5),GradPeak,3000,2256,450,23,23,133,-0.0501,0.0,0.0,0.0,0.0,0.1304,0.0261,-0.0391,20
HIV-1,P*E*rare,LocalContrast(z=1.0),LocalContrast,3000,2256,450,23,23,133,0.0254,0.1019,0.0597,0.3478,1.1681,0.087,0.2397,0.0758,134
HIV-1,P*E*rare,LocalContrast(z=1.5),LocalContrast,3000,2256,450,23,23,133,-0.0728,0.0213,0.0141,0.0435,0.2756,0.0,0.1373,0.0213,71
HIV-1,P*E*rare,LocalContrast(z=2.0),LocalContrast,3000,2256,450,23,23,133,-0.0501,0.0,0.0,0.0,0.0,0.0,0.0131,0.0,20
HIV-1,P*E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,3000,2256,450,23,23,133,0.019,0.0979,0.0515,1.0,1.0067,1.0,0.3448,-0.2021,447
HIV-1,P*E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,3000,2256,450,23,23,133,-0.1025,0.0741,0.0394,0.6087,0.7716,0.7826,0.3525,-0.1607,355
HIV-1,P*E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,3000,2256,450,23,23,133,-0.0976,0.0747,0.0398,0.6087,0.7782,0.7826,0.3546,-0.1601,352
HIV-1,P*E*rare,AdaptiveKnee,AdaptiveKnee,3000,2256,450,23,23,133,-0.0122,0.0417,0.04,0.0435,0.7826,0.2609,0.0506,-0.0366,25
HIV-1,P*E*rare,Spectral(z=1.5),Spectral,3000,2256,450,23,23,133,0.0069,0.05,0.0588,0.0435,1.1509,0.0435,0.0267,0.037,17
HIV-1,P*E*rare,Spectral(z=2.0),Spectral,3000,2256,450,23,23,133,-0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
HIV-1,P*E*rare,Bayes(prior=0.1),Bayes,3000,2256,450,23,23,133,0.112,0.1377,0.0759,0.7391,1.4849,0.6522,0.3249,-0.058,224
HIV-1,P*E*rare,Bayes(prior=0.15),Bayes,3000,2256,450,23,23,133,0.109,0.1333,0.0729,0.7826,1.4258,0.6522,0.3211,-0.0623,247
HIV-1,P*E*rare,Ensemble(v>=2),Ensemble,3000,2256,450,23,23,133,0.0385,0.1039,0.0741,0.1739,1.4493,0.2609,0.0963,0.0256,54
HIV-1,P*E*rare,Ensemble(v>=3),Ensemble,3000,2256,450,23,23,133,-0.0487,0.0,0.0,0.0,0.0,0.2609,0.0263,-0.0783,19
HIV-1,P*E*rare,AdaptWin(s=90),AdaptWin,3000,2256,450,23,23,133,0.0599,0.1194,0.0674,0.5217,1.319,0.6522,0.3087,-0.0762,178
HIV-1,P*E*rare,AdaptWin(s=85),AdaptWin,3000,2256,450,23,23,133,0.1281,0.1434,0.0789,0.7826,1.5446,0.6522,0.3102,-0.0522,228
HIV-1,P*E*rare,FreqThresh(p=80),FreqThresh,3000,2256,450,23,23,133,0.0512,0.1169,0.0687,0.3913,1.3442,0.4783,0.2727,-0.0266,131
HIV-1,P*E*rare,FreqThresh(p=85),FreqThresh,3000,2256,450,23,23,133,0.0297,0.1026,0.0638,0.2609,1.2488,0.3043,0.2203,0.0113,94
HIV-1,P*E*rare,FreqThresh(p=90),FreqThresh,3000,2256,450,23,23,133,0.0385,0.1039,0.0741,0.1739,1.4493,0.2609,0.0963,0.0256,54
HIV-1,P*E*rare,FreqThresh(p=95),FreqThresh,3000,2256,450,23,23,133,-0.035,0.0,0.0,0.0,0.0,0.0435,0.014,-0.013,10
HIV-1,P*E*rare,"SWAN(w=10,k=1.0)",SWAN,3000,2256,450,23,23,133,0.0017,0.08,0.0519,0.1739,1.0164,0.4783,0.2,-0.0635,77
HIV-1,P*E*rare,"SWAN(w=20,k=1.0)",SWAN,3000,2256,450,23,23,133,-0.0451,0.0426,0.0282,0.087,0.5511,0.3478,0.2451,-0.0618,71
HIV-1,P*E*rare,"SWAN(w=50,k=1.0)",SWAN,3000,2256,450,23,23,133,-0.0064,0.0698,0.0476,0.1304,0.9317,0.3478,0.2143,-0.0346,63
HIV-1,P*E*rare,MutClust-Orig(g=10),MutClust-Orig,3000,2256,450,23,23,133,0.1233,0.123,0.0655,1.0,1.2821,0.8696,0.3636,-0.1379,351
HIV-1,minority_E,Wavelet(t=1.0),Wavelet,3000,2256,450,23,23,133,0.0218,0.1006,0.0577,0.3913,1.1288,0.1304,0.1938,0.0614,156
HIV-1,minority_E,Wavelet(t=1.5),Wavelet,3000,2256,450,23,23,133,0.0023,0.084,0.0521,0.2174,1.019,0.1304,0.0873,0.0449,96
HIV-1,minority_E,Wavelet(t=2.0),Wavelet,3000,2256,450,23,23,133,-0.0535,0.0263,0.0189,0.0435,0.3692,0.1304,0.043,-0.0128,53
HIV-1,minority_E,KDE(p=75),KDE,3000,2256,450,23,23,133,-0.0615,0.0367,0.0233,0.087,0.455,0.5652,0.3288,-0.1329,86
HIV-1,minority_E,KDE(p=80),KDE,3000,2256,450,23,23,133,-0.0988,0.0,0.0,0.0,0.0,0.5652,0.2673,-0.1696,69
HIV-1,minority_E,KDE(p=85),KDE,3000,2256,450,23,23,133,-0.0839,0.0,0.0,0.0,0.0,0.3478,0.2378,-0.1043,52
HIV-1,minority_E,SlidingTest(p=0.01),SlidingTest,3000,2256,450,23,23,133,0.1124,0.1261,0.0677,0.913,1.3254,0.8696,0.3296,-0.1347,310
HIV-1,minority_E,SlidingTest(p=0.05),SlidingTest,3000,2256,450,23,23,133,0.1124,0.1261,0.0677,0.913,1.3254,0.8696,0.3296,-0.1347,310
HIV-1,minority_E,GradPeak(p=0.2),GradPeak,3000,2256,450,23,23,133,-0.0526,0.0,0.0,0.0,0.0,0.0,0.0645,0.0,22
HIV-1,minority_E,GradPeak(p=0.5),GradPeak,3000,2256,450,23,23,133,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
HIV-1,minority_E,LocalContrast(z=1.0),LocalContrast,3000,2256,450,23,23,133,-0.0559,0.0533,0.0315,0.1739,0.6162,0.3478,0.1769,-0.051,127
HIV-1,minority_E,LocalContrast(z=1.5),LocalContrast,3000,2256,450,23,23,133,-0.0598,0.0,0.0,0.0,0.0,0.0,0.087,0.0,28
HIV-1,minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,3000,2256,450,23,23,133,0.0155,0.0977,0.0513,1.0,1.0045,1.0,0.3442,-0.2023,448
HIV-1,minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,3000,2256,450,23,23,133,-0.1847,0.0673,0.0356,0.6087,0.697,0.7826,0.3498,-0.1675,393
HIV-1,minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,3000,2256,450,23,23,133,-0.1605,0.0688,0.0365,0.6087,0.7133,0.7826,0.352,-0.166,384
HIV-1,minority_E,AdaptiveKnee,AdaptiveKnee,3000,2256,450,23,23,133,0.1115,0.1257,0.0675,0.913,1.3211,0.8696,0.3333,-0.1351,311
HIV-1,minority_E,Spectral(z=1.5),Spectral,3000,2256,450,23,23,133,-0.0501,0.0,0.0,0.0,0.0,0.0,0.0523,0.0,20
HIV-1,minority_E,Spectral(z=2.0),Spectral,3000,2256,450,23,23,133,-0.0384,0.0,0.0,0.0,0.0,0.0,0.0414,0.0,12
HIV-1,minority_E,Bayes(prior=0.1),Bayes,3000,2256,450,23,23,133,0.0906,0.131,0.0728,0.6522,1.4247,0.6522,0.3363,-0.0646,206
HIV-1,minority_E,Bayes(prior=0.15),Bayes,3000,2256,450,23,23,133,0.0933,0.1259,0.0684,0.7826,1.3391,0.8696,0.3283,-0.135,263
HIV-1,minority_E,Ensemble(v>=2),Ensemble,3000,2256,450,23,23,133,-0.0793,0.0,0.0,0.0,0.0,0.3913,0.1222,-0.1174,47
HIV-1,minority_E,Ensemble(v>=3),Ensemble,3000,2256,450,23,23,133,-0.0598,0.0,0.0,0.0,0.0,0.3043,0.0373,-0.0913,28
HIV-1,minority_E,AdaptWin(s=90),AdaptWin,3000,2256,450,23,23,133,0.1447,0.1326,0.071,1.0,1.3889,0.913,0.3501,-0.1413,324
HIV-1,minority_E,AdaptWin(s=85),AdaptWin,3000,2256,450,23,23,133,0.0695,0.1055,0.0557,1.0,1.0896,1.0,0.3553,-0.1945,413
HIV-1,minority_E,FreqThresh(p=80),FreqThresh,3000,2256,450,23,23,133,-0.0544,0.0476,0.0291,0.1304,0.5699,0.4783,0.2797,-0.0959,103
HIV-1,minority_E,FreqThresh(p=85),FreqThresh,3000,2256,450,23,23,133,-0.0451,0.0426,0.0282,0.087,0.5511,0.4348,0.1667,-0.0879,71
HIV-1,minority_E,FreqThresh(p=90),FreqThresh,3000,2256,450,23,23,133,-0.0793,0.0,0.0,0.0,0.0,0.3913,0.1222,-0.1174,47
HIV-1,minority_E,FreqThresh(p=95),FreqThresh,3000,2256,450,23,23,133,-0.0598,0.0,0.0,0.0,0.0,0.3043,0.0373,-0.0913,28
HIV-1,minority_E,MutClust-Orig(g=10),MutClust-Orig,3000,2256,450,23,23,133,0.0,0.0973,0.0511,1.0,1.0,1.0,0.3431,-0.2027,450
HIV-1,P*minority_E,Wavelet(t=1.0),Wavelet,3000,2256,450,23,23,133,0.094,0.1395,0.0805,0.5217,1.5757,0.2174,0.1986,0.0743,149
HIV-1,P*minority_E,Wavelet(t=1.5),Wavelet,3000,2256,450,23,23,133,0.0701,0.1308,0.0833,0.3043,1.6304,0.1304,0.1014,0.0917,84
HIV-1,P*minority_E,Wavelet(t=2.0),Wavelet,3000,2256,450,23,23,133,0.0143,0.0822,0.06,0.1304,1.1739,0.1304,0.0546,0.0431,50
HIV-1,P*minority_E,KDE(p=75),KDE,3000,2256,450,23,23,133,-0.112,0.0,0.0,0.0,0.0,0.5652,0.2294,-0.1696,85
HIV-1,P*minority_E,KDE(p=80),KDE,3000,2256,450,23,23,133,-0.0979,0.0,0.0,0.0,0.0,0.5652,0.2189,-0.1696,68
HIV-1,P*minority_E,KDE(p=85),KDE,3000,2256,450,23,23,133,-0.083,0.0,0.0,0.0,0.0,0.3478,0.1739,-0.1043,51
HIV-1,P*minority_E,SlidingTest(p=0.01),SlidingTest,3000,2256,450,23,23,133,0.0952,0.122,0.0656,0.8696,1.283,0.8696,0.3288,-0.1389,305
HIV-1,P*minority_E,SlidingTest(p=0.05),SlidingTest,3000,2256,450,23,23,133,0.0952,0.122,0.0656,0.8696,1.283,0.8696,0.3288,-0.1389,305
HIV-1,P*minority_E,GradPeak(p=0.2),GradPeak,3000,2256,450,23,23,133,-0.0674,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,35
HIV-1,P*minority_E,GradPeak(p=0.5),GradPeak,3000,2256,450,23,23,133,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
HIV-1,P*minority_E,LocalContrast(z=1.0),LocalContrast,3000,2256,450,23,23,133,-0.0051,0.08,0.049,0.2174,0.9591,0.5217,0.1362,-0.0765,102
HIV-1,P*minority_E,LocalContrast(z=1.5),LocalContrast,3000,2256,450,23,23,133,-0.0821,0.0,0.0,0.0,0.0,0.1739,0.0656,-0.0522,50
HIV-1,P*minority_E,LocalContrast(z=2.0),LocalContrast,3000,2256,450,23,23,133,-0.035,0.0,0.0,0.0,0.0,0.0,0.014,0.0,10
HIV-1,P*minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,3000,2256,450,23,23,133,0.0155,0.0977,0.0513,1.0,1.0045,1.0,0.3442,-0.2023,448
HIV-1,P*minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,3000,2256,450,23,23,133,0.019,0.0979,0.0515,1.0,1.0067,1.0,0.3448,-0.2021,447
HIV-1,P*minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,3000,2256,450,23,23,133,0.022,0.0981,0.0516,1.0,1.009,1.0,0.3454,-0.2019,446
HIV-1,P*minority_E,AdaptiveKnee,AdaptiveKnee,3000,2256,450,23,23,133,0.0943,0.1216,0.0654,0.8696,1.2788,0.8696,0.328,-0.1393,306
HIV-1,P*minority_E,Spectral(z=1.5),Spectral,3000,2256,450,23,23,133,-0.0122,0.0417,0.04,0.0435,0.7826,0.0,0.0506,0.0417,25
HIV-1,P*minority_E,Spectral(z=2.0),Spectral,3000,2256,450,23,23,133,-0.0513,0.0,0.0,0.0,0.0,0.0,0.039,0.0,21
HIV-1,P*minority_E,Bayes(prior=0.1),Bayes,3000,2256,450,23,23,133,0.0474,0.1116,0.0614,0.6087,1.2014,0.6957,0.2881,-0.0971,228
HIV-1,P*minority_E,Bayes(prior=0.15),Bayes,3000,2256,450,23,23,133,0.0719,0.1185,0.0644,0.7391,1.2599,0.6957,0.3174,-0.0902,264
HIV-1,P*minority_E,Ensemble(v>=2),Ensemble,3000,2256,450,23,23,133,-0.083,0.0,0.0,0.0,0.0,0.4783,0.1196,-0.1435,51
HIV-1,P*minority_E,Ensemble(v>=3),Ensemble,3000,2256,450,23,23,133,-0.062,0.0,0.0,0.0,0.0,0.3043,0.0982,-0.0913,30
HIV-1,P*minority_E,AdaptWin(s=90),AdaptWin,3000,2256,450,23,23,133,0.1308,0.1306,0.0701,0.9565,1.3708,0.8696,0.34,-0.1303,314
HIV-1,P*minority_E,AdaptWin(s=85),AdaptWin,3000,2256,450,23,23,133,0.1479,0.1341,0.0719,1.0,1.4062,0.8696,0.3488,-0.1268,320
HIV-1,P*minority_E,FreqThresh(p=80),FreqThresh,3000,2256,450,23,23,133,-0.0135,0.0758,0.0459,0.2174,0.8975,0.4783,0.2645,-0.0677,109
HIV-1,P*minority_E,FreqThresh(p=85),FreqThresh,3000,2256,450,23,23,133,-0.1079,0.0,0.0,0.0,0.0,0.4783,0.2254,-0.1435,80
HIV-1,P*minority_E,FreqThresh(p=90),FreqThresh,3000,2256,450,23,23,133,-0.083,0.0,0.0,0.0,0.0,0.4783,0.1196,-0.1435,51
HIV-1,P*minority_E,FreqThresh(p=95),FreqThresh,3000,2256,450,23,23,133,-0.062,0.0,0.0,0.0,0.0,0.3043,0.0982,-0.0913,30
HIV-1,P*minority_E,MutClust-Orig(g=10),MutClust-Orig,3000,2256,450,23,23,133,0.0,0.0973,0.0511,1.0,1.0,1.0,0.3431,-0.2027,450
HIV-1,P*E,Wavelet(t=1.0),Wavelet,3000,2256,450,23,23,133,0.0343,0.1071,0.0621,0.3913,1.2144,0.3478,0.1871,0.0028,145
HIV-1,P*E,Wavelet(t=1.5),Wavelet,3000,2256,450,23,23,133,0.0685,0.1296,0.0824,0.3043,1.6113,0.1304,0.1101,0.0905,85
HIV-1,P*E,Wavelet(t=2.0),Wavelet,3000,2256,450,23,23,133,-0.0424,0.0299,0.0227,0.0435,0.4447,0.1304,0.0565,-0.0093,44
HIV-1,P*E,KDE(p=75),KDE,3000,2256,450,23,23,133,-0.112,0.0,0.0,0.0,0.0,0.5652,0.1927,-0.1696,85
HIV-1,P*E,KDE(p=80),KDE,3000,2256,450,23,23,133,-0.0979,0.0,0.0,0.0,0.0,0.5652,0.1692,-0.1696,68
HIV-1,P*E,KDE(p=85),KDE,3000,2256,450,23,23,133,-0.083,0.0,0.0,0.0,0.0,0.5217,0.1413,-0.1565,51
HIV-1,P*E,SlidingTest(p=0.01),SlidingTest,3000,2256,450,23,23,133,0.0952,0.122,0.0656,0.8696,1.283,0.8696,0.3288,-0.1389,305
HIV-1,P*E,SlidingTest(p=0.05),SlidingTest,3000,2256,450,23,23,133,0.0952,0.122,0.0656,0.8696,1.283,0.8696,0.3288,-0.1389,305
HIV-1,P*E,GradPeak(p=0.2),GradPeak,3000,2256,450,23,23,133,-0.0764,0.0,0.0,0.0,0.0,0.0435,0.0791,-0.013,44
HIV-1,P*E,GradPeak(p=0.5),GradPeak,3000,2256,450,23,23,133,-0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
HIV-1,P*E,LocalContrast(z=1.0),LocalContrast,3000,2256,450,23,23,133,-0.0053,0.0828,0.0492,0.2609,0.9622,0.5217,0.2039,-0.0738,122
HIV-1,P*E,LocalContrast(z=1.5),LocalContrast,3000,2256,450,23,23,133,-0.0793,0.0,0.0,0.0,0.0,0.2609,0.0667,-0.0783,47
HIV-1,P*E,LocalContrast(z=2.0),LocalContrast,3000,2256,450,23,23,133,-0.0292,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,7
HIV-1,P*E,"CUSUM(d=0.3,h=3.0)",CUSUM,3000,2256,450,23,23,133,0.0155,0.0977,0.0513,1.0,1.0045,1.0,0.3442,-0.2023,448
HIV-1,P*E,"CUSUM(d=0.5,h=4.0)",CUSUM,3000,2256,450,23,23,133,0.019,0.0979,0.0515,1.0,1.0067,1.0,0.3448,-0.2021,447
HIV-1,P*E,"CUSUM(d=0.5,h=5.0)",CUSUM,3000,2256,450,23,23,133,0.022,0.0981,0.0516,1.0,1.009,1.0,0.3454,-0.2019,446
HIV-1,P*E,AdaptiveKnee,AdaptiveKnee,3000,2256,450,23,23,133,0.0943,0.1216,0.0654,0.8696,1.2788,0.8696,0.328,-0.1393,306
HIV-1,P*E,ScoreDBSCAN(ep=8),ScoreDBSCAN,3000,2256,450,23,23,133,0.019,0.0979,0.0515,1.0,1.0067,1.0,0.3414,-0.2021,447
HIV-1,P*E,Spectral(z=1.5),Spectral,3000,2256,450,23,23,133,-0.0142,0.0408,0.0385,0.0435,0.7525,0.0,0.0629,0.0408,26
HIV-1,P*E,Spectral(z=2.0),Spectral,3000,2256,450,23,23,133,-0.0446,0.0,0.0,0.0,0.0,0.0,0.0403,0.0,16
HIV-1,P*E,Bayes(prior=0.1),Bayes,3000,2256,450,23,23,133,0.0624,0.1172,0.0644,0.6522,1.2596,0.5652,0.2896,-0.0524,233
HIV-1,P*E,Bayes(prior=0.15),Bayes,3000,2256,450,23,23,133,0.0649,0.1156,0.0627,0.7391,1.2273,0.6957,0.3267,-0.093,271
HIV-1,P*E,Ensemble(v>=2),Ensemble,3000,2256,450,23,23,133,-0.0839,0.0,0.0,0.0,0.0,0.4783,0.1189,-0.1435,52
HIV-1,P*E,Ensemble(v>=3),Ensemble,3000,2256,450,23,23,133,-0.062,0.0,0.0,0.0,0.0,0.3043,0.0982,-0.0913,30
HIV-1,P*E,AdaptWin(s=90),AdaptWin,3000,2256,450,23,23,133,0.0924,0.1208,0.0649,0.8696,1.2705,0.8696,0.3265,-0.14,308
HIV-1,P*E,AdaptWin(s=85),AdaptWin,3000,2256,450,23,23,133,0.1479,0.1341,0.0719,1.0,1.4062,0.8696,0.3488,-0.1268,320
HIV-1,P*E,FreqThresh(p=80),FreqThresh,3000,2256,450,23,23,133,-0.0169,0.0741,0.0446,0.2174,0.8734,0.5652,0.2612,-0.0955,112
HIV-1,P*E,FreqThresh(p=85),FreqThresh,3000,2256,450,23,23,133,-0.1038,0.0,0.0,0.0,0.0,0.4783,0.2115,-0.1435,75
